timestamp,temperature,production_rate,energy_consumption_kwh,energy_price_omr_per_kwh,day_of_week
2023-01-02 10:00:00,34.88804436873751,80.46699643711898,124.9542691272731,0.15,0
2023-01-02 11:00:00,33.98713966561398,80.47871510243566,115.215417901155,0.15,0
2023-01-02 12:00:00,34.6809808008431,83.15502271738715,122.89138721654265,0.08,0
2023-01-02 13:00:00,37.13614170912347,79.7968328117973,121.0749373154811,0.08,0
2023-01-02 14:00:00,32.79643379383451,82.1400748664576,116.20329556483975,0.08,0
2023-01-02 15:00:00,33.748980518240906,80.99014142675246,114.65270822531028,0.08,0
2023-01-02 16:00:00,31.179897298837062,80.76615910405201,118.16892557428076,0.08,0
2023-01-02 17:00:00,25.77947190787023,84.37377321351074,106.24045769790536,0.15,0
2023-01-02 18:00:00,24.402701218242978,78.37246961452423,98.34761288896196,0.15,0
2023-01-02 19:00:00,21.26483607859179,79.47509731495909,100.90937227019938,0.15,0
2023-01-02 20:00:00,20.68595287291167,75.34863569580001,93.7294549694898,0.15,0
2023-01-02 21:00:00,15.52160712952985,80.70203829490639,81.00296230782628,0.15,0
2023-01-02 22:00:00,17.576895588431608,83.22071543604106,95.4763811340003,0.08,0
2023-01-02 23:00:00,14.910381251520118,82.31164692094248,83.04638122627982,0.08,0
2023-01-03 00:00:00,14.904193661882164,83.79825393913838,89.6585224022219,0.08,1
2023-01-03 01:00:00,12.610320058769826,81.6179783807639,75.93327928877179,0.08,1
2023-01-03 02:00:00,12.161578812640661,67.86601006232358,75.00258373966201,0.08,1
2023-01-03 03:00:00,19.042471590953042,78.9684302492832,90.21500433090242,0.08,1
2023-01-03 04:00:00,17.812576399637383,74.74149770808667,83.50438775357249,0.08,1
2023-01-03 05:00:00,23.11802569154755,78.0889126491667,101.24163063701421,0.08,1
2023-01-03 06:00:00,27.99399594500359,84.6123077920833,114.26898573563895,0.08,1
2023-01-03 07:00:00,27.337812379066563,71.29048495024375,97.35283504562163,0.08,1
2023-01-03 08:00:00,29.855129524178125,78.78530622230433,108.96096600147844,0.15,1
2023-01-03 09:00:00,32.75309509906705,83.69613789987861,116.25854738967008,0.15,1
2023-01-03 10:00:00,32.625422486429976,79.298360605493,107.91934700956796,0.15,1
2023-01-03 11:00:00,34.7478029907004,71.39113119998693,116.21520964164009,0.15,1
2023-01-03 12:00:00,36.549740626098696,84.07859651032393,120.56270614607055,0.08,1
2023-01-03 13:00:00,36.1585917243753,84.29755777642308,121.33311289479583,0.08,1
2023-01-03 14:00:00,34.79074917088362,80.4679413952584,114.52932987500424,0.08,1
2023-01-03 15:00:00,34.12763192235395,81.93364262552288,112.64195993803527,0.08,1
2023-01-03 16:00:00,27.79227636577888,85.36593878559442,113.35603304199952,0.08,1
2023-01-03 17:00:00,25.052601706423605,75.60258550512154,101.07641810479342,0.15,1
2023-01-03 18:00:00,25.278896845952772,68.51389697212467,87.94804700493165,0.15,1
2023-01-03 19:00:00,22.393858871212334,87.86030789374385,99.30781761833487,0.15,1
2023-01-03 20:00:00,19.18666391103104,82.02741009358633,99.8194900066778,0.15,1
2023-01-03 21:00:00,18.82620066944601,77.11841474370739,90.95492172380172,0.15,1
2023-01-03 22:00:00,15.243555971993517,76.616121744159,83.28757487606107,0.08,1
2023-01-03 23:00:00,14.42203887847275,72.73894872950257,78.90715270204153,0.08,1
2023-01-04 00:00:00,14.808983184705454,90.40682504036282,95.33961952103975,0.08,2
2023-01-04 01:00:00,15.229697105273695,79.67282059197588,90.04868084588983,0.08,2
2023-01-04 02:00:00,17.867383069918574,73.36274948931182,86.6650019977413,0.08,2
2023-01-04 03:00:00,18.159114240471737,79.6083736244292,92.64871466933624,0.08,2
2023-01-04 04:00:00,18.242128142073,84.065779922787,101.46712982911588,0.08,2
2023-01-04 05:00:00,19.898742585816564,78.90811276991097,91.7341266656047,0.08,2
2023-01-04 06:00:00,22.472830327350685,80.7087529089914,83.07736411601014,0.08,2
2023-01-04 07:00:00,31.551938145133256,81.66514684285181,111.58041399404114,0.08,2
2023-01-04 08:00:00,28.115370171360695,73.53896455851262,100.26114617552797,0.15,2
2023-01-04 09:00:00,34.55131898383912,80.62564708083374,126.13953681248549,0.15,2
2023-01-04 10:00:00,34.933452036246784,79.55284622068119,122.69167375936622,0.15,2
2023-01-04 11:00:00,33.791702999369896,73.22981261701389,118.1797255364626,0.15,2
2023-01-04 12:00:00,34.062319059721766,87.78225000205158,113.89769251915232,0.08,2
2023-01-04 13:00:00,35.63985381077104,79.16177363088634,116.60743813136014,0.08,2
2023-01-04 14:00:00,32.49716817881597,80.89814101416198,111.43730326455344,0.08,2
2023-01-04 15:00:00,34.49183826354709,89.17049823916126,120.89586950775043,0.08,2
2023-01-04 16:00:00,29.410785133161035,71.38422285664298,106.09793095341443,0.08,2
2023-01-04 17:00:00,27.38462468246111,78.04118896040698,102.09659820314462,0.15,2
2023-01-04 18:00:00,24.445737531192922,81.538450505699,111.08081086235525,0.15,2
2023-01-04 19:00:00,22.40446579627889,82.75030836618356,95.12702200592724,0.15,2
2023-01-04 20:00:00,19.826956073582398,88.78153757834478,109.46274916486469,0.15,2
2023-01-04 21:00:00,17.1233230350379,81.73392183682508,97.58350549046894,0.15,2
2023-01-04 22:00:00,15.25592383961889,80.95117503682208,88.22930502504809,0.08,2
2023-01-04 23:00:00,15.386426278499865,81.28884986475629,93.7427066944886,0.08,2
2023-01-05 00:00:00,14.057231353212615,77.9626197527162,76.08422184084804,0.08,3
2023-01-05 01:00:00,13.22596119745169,81.5780463881574,90.96296142120973,0.08,3
2023-01-05 02:00:00,16.490752927397317,82.45190195839335,91.20510532686339,0.08,3
2023-01-05 03:00:00,16.235340211716505,85.7571663029934,87.94190720884484,0.08,3
2023-01-05 04:00:00,22.69379861522114,83.47884809182695,100.73559731274844,0.08,3
2023-01-05 05:00:00,19.75168357272288,77.30251053289729,88.33987243962612,0.08,3
2023-01-05 06:00:00,23.811413234381053,79.06448575834906,91.46057572165093,0.08,3
2023-01-05 07:00:00,27.81121788803221,83.20944462634391,103.16872478567657,0.08,3
2023-01-05 08:00:00,29.225645997219594,73.66508483877766,99.81309872905403,0.15,3
2023-01-05 09:00:00,30.729801665558938,73.46679820717893,98.31662648018637,0.15,3
2023-01-05 10:00:00,32.74569977065329,80.97030836528684,112.72647696611358,0.15,3
2023-01-05 11:00:00,35.347298300145695,82.75957809803994,117.64987199733379,0.15,3
2023-01-05 12:00:00,33.60856752085346,80.93718399865237,110.8033446237159,0.08,3
2023-01-05 13:00:00,35.7053701465089,84.70697322723515,120.69564905590616,0.08,3
2023-01-05 14:00:00,30.46791983443148,80.65714211503328,103.9476201951539,0.08,3
2023-01-05 15:00:00,30.176350158419677,77.4327435083081,106.64501558337503,0.08,3
2023-01-05 16:00:00,33.922315129309084,77.69150814997332,113.90326644823098,0.08,3
2023-01-05 17:00:00,29.70935616548799,76.0626975208942,109.47113274095426,0.15,3
2023-01-05 18:00:00,23.828132516925084,84.4873062520599,112.67875975691939,0.15,3
2023-01-05 19:00:00,22.26926198417964,82.15101231774945,104.03658210716246,0.15,3
2023-01-05 20:00:00,19.851184551411265,78.71496487342236,89.75018208428418,0.15,3
2023-01-05 21:00:00,17.785083022653787,79.37284223947704,102.4131857530532,0.15,3
2023-01-05 22:00:00,17.794375137515367,79.81767311931699,97.19934483389632,0.08,3
2023-01-05 23:00:00,15.977351459332908,78.60948555070942,84.7002766558158,0.08,3
2023-01-06 00:00:00,14.677581570997887,73.6054795625916,83.67559939147012,0.08,4
2023-01-06 01:00:00,13.967961306391818,82.88362878616765,76.80630519500605,0.08,4
2023-01-06 02:00:00,18.238493213440815,82.82402608775749,83.44560152187049,0.08,4
2023-01-06 03:00:00,20.701016312728022,76.13984315094444,85.44306176942557,0.08,4
2023-01-06 04:00:00,23.079379752646123,73.05922751472949,97.5083932430798,0.08,4
2023-01-06 05:00:00,22.721462958493273,82.64367069006965,97.50209118853239,0.08,4
2023-01-06 06:00:00,24.43337133535028,76.17445693923337,99.04956187434416,0.08,4
2023-01-06 07:00:00,26.0522710407785,80.84255309460684,103.0123987615976,0.08,4
2023-01-06 08:00:00,30.095696812518856,80.87020402321659,110.88814693914162,0.15,4
2023-01-06 09:00:00,30.885398103767102,84.32722014370248,115.62203463032837,0.15,4
2023-01-06 10:00:00,35.107072980346175,80.35218614177754,125.3838237751508,0.15,4
2023-01-06 11:00:00,35.76589153100794,79.2561328797929,124.48980772009352,0.15,4
2023-01-06 12:00:00,36.585904668510466,83.55125281734195,117.36214584257893,0.08,4
2023-01-06 13:00:00,32.982336017589944,80.38074568727134,115.01314331050561,0.08,4
2023-01-06 14:00:00,30.346648927789047,73.42904161034319,102.83355544791516,0.08,4
2023-01-06 15:00:00,33.300589264442515,78.52577305301875,117.28329195409505,0.08,4
2023-01-06 16:00:00,32.3431299623773,93.70270297571548,119.50050938425204,0.08,4
2023-01-06 17:00:00,26.308836444577533,82.63948185720996,100.84199607472368,0.15,4
2023-01-06 18:00:00,25.671097219900652,91.91766777122226,113.87981948025984,0.15,4
2023-01-06 19:00:00,22.270364210719155,83.90202789346726,103.46247007471766,0.15,4
2023-01-06 20:00:00,21.794414376850344,81.26566302623121,109.59205116605582,0.15,4
2023-01-06 21:00:00,22.97508784742917,78.82109146036737,100.55468729516821,0.15,4
2023-01-06 22:00:00,15.803550114558364,83.81387812882602,89.85962729651445,0.08,4
2023-01-06 23:00:00,18.17543341759184,91.0494575578067,98.93659901168121,0.08,4
2023-01-07 00:00:00,14.808817016213903,16.19672373928483,30.496691245001486,0.08,5
2023-01-07 01:00:00,14.472426843370432,25.483062214625633,40.27191295125922,0.08,5
2023-01-07 02:00:00,15.187555490935699,25.8221231311984,52.1958256195623,0.08,5
2023-01-07 03:00:00,16.46245564938741,13.10625577897274,37.74141909196214,0.08,5
2023-01-07 04:00:00,18.086999867271846,14.74212835719262,31.425389570073683,0.08,5
2023-01-07 05:00:00,23.66703987401739,23.08482492843798,55.356793996506184,0.08,5
2023-01-07 06:00:00,25.13534248513934,10.327647977875827,53.49010625986069,0.08,5
2023-01-07 07:00:00,26.219787891695205,10.730776289904735,41.4993032122239,0.08,5
2023-01-07 08:00:00,30.737591966321947,23.513646702509803,60.7756260879741,0.15,5
2023-01-07 09:00:00,33.133715002531495,22.528261879128703,61.81403283286029,0.15,5
2023-01-07 10:00:00,34.09654300393397,18.925112264532164,67.27514638814105,0.15,5
2023-01-07 11:00:00,36.24782251811396,22.343046941619733,72.02057952269163,0.15,5
2023-01-07 12:00:00,33.680859346882436,15.056818521789241,62.7397551502147,0.08,5
2023-01-07 13:00:00,40.79157134466732,11.254538744727377,67.7438685207422,0.08,5
2023-01-07 14:00:00,33.12997195240253,27.073331172443645,75.75347202487026,0.08,5
2023-01-07 15:00:00,32.61215513253005,18.314652607120085,61.3559016401484,0.08,5
2023-01-07 16:00:00,33.82792859001383,27.42305890951499,76.25637541106533,0.08,5
2023-01-07 17:00:00,29.00445551008832,27.227652482535525,66.4983892001935,0.15,5
2023-01-07 18:00:00,24.66806477901316,14.781317704641339,55.49253000805625,0.15,5
2023-01-07 19:00:00,21.14381052896754,33.011161477271735,57.29072201885636,0.15,5
2023-01-07 20:00:00,16.110113244871314,18.719295449439425,41.61854965308712,0.15,5
2023-01-07 21:00:00,18.41950481035773,12.215112942564224,36.44808270758909,0.15,5
2023-01-07 22:00:00,18.062753355324634,17.145951280011577,41.06965114445021,0.08,5
2023-01-07 23:00:00,13.450034940758988,15.639233701754087,30.443650308837892,0.08,5
2023-01-08 00:00:00,14.120241166374631,22.63059785074947,49.705051219238925,0.08,6
2023-01-08 01:00:00,13.98044510284933,15.619854780905662,41.174176590092465,0.08,6
2023-01-08 02:00:00,16.47793473038764,27.62899402620956,44.24056563331655,0.08,6
2023-01-08 03:00:00,18.60859428802589,20.65354037425818,39.69758800539485,0.08,6
2023-01-08 04:00:00,17.846545317953165,11.378586499077445,33.77244456786255,0.08,6
2023-01-08 05:00:00,23.552570543837298,15.896913344594957,44.32528628545217,0.08,6
2023-01-08 06:00:00,25.130588696570232,28.264500788922284,58.6254227109131,0.08,6
2023-01-08 07:00:00,28.252056360681795,20.313658030179955,55.04048922437214,0.08,6
2023-01-08 08:00:00,29.898388002953943,22.06821178207166,56.58897797638881,0.15,6
2023-01-08 09:00:00,29.89929784580756,16.74858136606877,58.01286355448962,0.15,6
2023-01-08 10:00:00,33.13385472207154,12.764790440621672,61.08536445803775,0.15,6
2023-01-08 11:00:00,36.676916951075356,11.232288174881637,61.74768998159328,0.15,6
2023-01-08 12:00:00,35.147176064076234,13.691664843044588,68.0809479445633,0.08,6
2023-01-08 13:00:00,33.51893839672233,13.382216364018618,63.116391369200976,0.08,6
2023-01-08 14:00:00,31.07379783098575,20.474775552756906,64.67309656316507,0.08,6
2023-01-08 15:00:00,30.848736074587986,13.59621766007038,44.86454863433679,0.08,6
2023-01-08 16:00:00,29.590569263919182,20.13634757886145,53.702791671562835,0.08,6
2023-01-08 17:00:00,29.500599131742987,31.284650479331148,68.99181159066002,0.15,6
2023-01-08 18:00:00,22.69034873038145,18.905215880816556,52.08760115721,0.15,6
2023-01-08 19:00:00,20.821792086467692,25.684761533841552,48.505018858232674,0.15,6
2023-01-08 20:00:00,18.422828850302714,23.41204257688315,42.951935740247066,0.15,6
2023-01-08 21:00:00,18.995105387557295,26.764143857096755,51.468728627777864,0.15,6
2023-01-08 22:00:00,15.434854190388949,17.72937304660955,43.613969882577244,0.08,6
2023-01-08 23:00:00,14.703289747804886,21.962438448179626,37.36520677771,0.08,6
2023-01-09 00:00:00,16.224368994385497,85.24091459564612,86.35325173828193,0.08,0
2023-01-09 01:00:00,15.26459392867218,82.61706637961244,91.04537241131487,0.08,0
2023-01-09 02:00:00,14.50033813862866,84.84846692960784,90.28927563471532,0.08,0
2023-01-09 03:00:00,16.652755720571093,71.8337805750035,87.95709068983312,0.08,0
2023-01-09 04:00:00,18.84147303821309,71.87485137833893,87.3821357408355,0.08,0
2023-01-09 05:00:00,21.75190259086593,74.21555825755657,94.555177184269,0.08,0
2023-01-09 06:00:00,26.85798507977158,79.09952760831779,104.1817798885207,0.08,0
2023-01-09 07:00:00,27.08010440532373,78.56445514108347,101.88420716198505,0.08,0
2023-01-09 08:00:00,29.786539572508858,76.28175945729207,112.37951969947073,0.15,0
2023-01-09 09:00:00,32.73221275441003,81.05829634921135,121.06994868561326,0.15,0
2023-01-09 10:00:00,35.610149584739375,78.78104581280792,108.74756725260079,0.15,0
2023-01-09 11:00:00,35.76193556460652,87.97291147106526,124.36485901539427,0.15,0
2023-01-09 12:00:00,33.614705930195726,85.53926445541158,120.70909038007406,0.08,0
2023-01-09 13:00:00,34.21729639165574,78.63506389634539,114.5462923384134,0.08,0
2023-01-09 14:00:00,32.625412459548805,87.296968372335,120.92413917728584,0.08,0
2023-01-09 15:00:00,33.35147638207451,75.01290284737709,111.49464308459694,0.08,0
2023-01-09 16:00:00,29.89607709600459,77.00225542327621,110.9473112687802,0.08,0
2023-01-09 17:00:00,26.25027988987049,83.23080824103158,104.35234527636953,0.15,0
2023-01-09 18:00:00,23.700614102391356,71.29884035542426,91.42148548742918,0.15,0
2023-01-09 19:00:00,23.21499805700334,88.0276939635485,99.14189176159981,0.15,0
2023-01-09 20:00:00,21.79146801507128,81.2215478105922,91.30216335336146,0.15,0
2023-01-09 21:00:00,14.24385021847485,77.91367522441774,87.35212364355097,0.15,0
2023-01-09 22:00:00,15.325627177662788,77.59788744892819,82.82705965509638,0.08,0
2023-01-09 23:00:00,16.86130967092167,81.05190911663475,82.38791906981668,0.08,0
2023-01-10 00:00:00,15.689232053340493,82.27807522598914,97.69662372525475,0.08,1
2023-01-10 01:00:00,15.573602718336744,84.31078894217438,89.27978879525841,0.08,1
2023-01-10 02:00:00,15.913778852256863,86.3803580218055,87.34032928414929,0.08,1
2023-01-10 03:00:00,15.944057607682787,82.80965910257784,92.49824531994877,0.08,1
2023-01-10 04:00:00,17.222809397600265,73.36894493821667,76.5555195680681,0.08,1
2023-01-10 05:00:00,22.714519398439933,74.57905318970774,90.14278883622468,0.08,1
2023-01-10 06:00:00,24.383103415188273,86.76053656597114,105.57885851528813,0.08,1
2023-01-10 07:00:00,29.115656690138216,80.49318233153883,108.02488823121381,0.08,1
2023-01-10 08:00:00,28.40000148423126,73.31654679716824,103.12359515245343,0.15,1
2023-01-10 09:00:00,32.8406241253713,78.21749143037047,113.47069143391843,0.15,1
2023-01-10 10:00:00,36.28493972522673,81.52870881506674,113.28770754282033,0.15,1
2023-01-10 11:00:00,34.370941225956116,87.38402975132172,120.33290139020583,0.15,1
2023-01-10 12:00:00,39.06595715517362,71.90236914927354,117.45102961570716,0.08,1
2023-01-10 13:00:00,32.81990861297416,78.0750359394424,108.90067311945494,0.08,1
2023-01-10 14:00:00,35.648923822886616,73.3526697571912,107.37013558102261,0.08,1
2023-01-10 15:00:00,36.499104219355594,77.66308883040548,116.86602240199727,0.08,1
2023-01-10 16:00:00,30.545716454037404,78.33984581349664,112.68556956018195,0.08,1
2023-01-10 17:00:00,25.30314708468202,82.04145557690288,113.12588370798453,0.15,1
2023-01-10 18:00:00,24.476331371090463,80.84792771294815,111.95501516190814,0.15,1
2023-01-10 19:00:00,23.919377218021374,87.6694693273224,109.05581551172216,0.15,1
2023-01-10 20:00:00,22.720468365952858,84.66459597666078,101.71888882229335,0.15,1
2023-01-10 21:00:00,19.796684452302873,87.87159742265874,110.76300618175351,0.15,1
2023-01-10 22:00:00,15.221791866693604,83.64318731877488,82.63150483230432,0.08,1
2023-01-10 23:00:00,13.179590071380822,71.62255704624317,82.95729646775467,0.08,1
2023-01-11 00:00:00,15.601761447125352,81.01705861958361,90.7401767656542,0.08,2
2023-01-11 01:00:00,16.145066798053474,74.87004846974486,84.3063072089433,0.08,2
2023-01-11 02:00:00,16.02286012784264,70.90162412259133,81.9289812053927,0.08,2
2023-01-11 03:00:00,19.16936635809074,76.04013182765966,85.39081775797356,0.08,2
2023-01-11 04:00:00,18.132947157499206,80.07037510780383,91.38204292167616,0.08,2
2023-01-11 05:00:00,19.117166897253075,87.72204017849039,108.67937306256188,0.08,2
2023-01-11 06:00:00,24.840272309625455,76.67509989126451,94.81673107011399,0.08,2
2023-01-11 07:00:00,27.82798403417842,78.15197291375718,114.1672260146838,0.08,2
2023-01-11 08:00:00,29.596171271646416,74.49866214416326,105.08239249742545,0.15,2
2023-01-11 09:00:00,33.67383826108731,85.79927406224,116.93202643620414,0.15,2
2023-01-11 10:00:00,33.443819086236765,83.08047198231529,116.77822041457515,0.15,2
2023-01-11 11:00:00,33.20237873846651,80.63492653425274,114.98479843056845,0.15,2
2023-01-11 12:00:00,36.573678634652055,78.18738074883731,111.77682423791713,0.08,2
2023-01-11 13:00:00,33.32254993467955,77.53737782809888,109.68058108977515,0.08,2
2023-01-11 14:00:00,33.028756192256516,84.91275754420342,113.58237656201295,0.08,2
2023-01-11 15:00:00,31.84502194355839,83.69956436117336,102.8798221625146,0.08,2
2023-01-11 16:00:00,29.189731929252762,70.48442849471559,97.42857941095586,0.08,2
2023-01-11 17:00:00,30.30368205461545,87.57460224367951,106.00294786166842,0.15,2
2023-01-11 18:00:00,26.191898295038797,83.60376277086387,105.82352173044649,0.15,2
2023-01-11 19:00:00,23.350171636728884,81.56971848403116,100.13495273413714,0.15,2
2023-01-11 20:00:00,16.70082256654984,81.6865591138908,94.56504040974949,0.15,2
2023-01-11 21:00:00,15.806914229091463,73.66627326876316,91.44831419600031,0.15,2
2023-01-11 22:00:00,16.173343131396596,85.66825666517401,91.74990287337438,0.08,2
2023-01-11 23:00:00,15.02547872189916,67.765903482658,77.04801224273739,0.08,2
2023-01-12 00:00:00,16.202661752487696,74.47085718066006,81.29282907845227,0.08,3
2023-01-12 01:00:00,15.479968554677315,77.64835141001332,79.10133571211294,0.08,3
2023-01-12 02:00:00,16.084041856531222,74.77668256193616,78.89550639178933,0.08,3
2023-01-12 03:00:00,18.031744683562675,74.95167076400966,95.67478389600471,0.08,3
2023-01-12 04:00:00,17.338977013961117,94.0234864473435,91.3448060955376,0.08,3
2023-01-12 05:00:00,21.09638877278686,76.43194429225775,91.58193987500513,0.08,3
2023-01-12 06:00:00,23.59525630962179,81.83573419316077,98.42415555757762,0.08,3
2023-01-12 07:00:00,28.030812039568676,81.0395262403906,108.85577370689391,0.08,3
2023-01-12 08:00:00,29.643602802773437,83.16494868241688,104.13385173913491,0.15,3
2023-01-12 09:00:00,32.057221787114315,83.77696163201037,111.80271467835709,0.15,3
2023-01-12 10:00:00,32.05492318731975,78.87547539163604,111.47607576174553,0.15,3
2023-01-12 11:00:00,34.14915663116433,79.65486244313482,114.11986433065086,0.15,3
2023-01-12 12:00:00,34.784219793438496,84.47262322484532,128.14154550386957,0.08,3
2023-01-12 13:00:00,33.845064554131376,81.52993353102424,113.67127333721652,0.08,3
2023-01-12 14:00:00,34.47747576425745,78.42772044323813,124.81785163396671,0.08,3
2023-01-12 15:00:00,36.762842994483364,77.80942859047738,120.4679571442455,0.08,3
2023-01-12 16:00:00,28.23605531461694,70.1164243296308,94.50838708051248,0.08,3
2023-01-12 17:00:00,29.0006263068865,75.43018709768025,105.0111202344307,0.15,3
2023-01-12 18:00:00,28.1184069724845,83.0946455839981,103.15781301558548,0.15,3
2023-01-12 19:00:00,22.386760178340076,83.75679630709008,99.7457626409389,0.15,3
2023-01-12 20:00:00,19.703682993204723,73.4893461963814,84.51268460410701,0.15,3
2023-01-12 21:00:00,17.439170225501563,85.76491093563443,96.04831023637095,0.15,3
2023-01-12 22:00:00,17.167208941690948,87.6816280511818,92.62170374928525,0.08,3
2023-01-12 23:00:00,14.289534393387148,88.2398933249979,94.69399548377757,0.08,3
2023-01-13 00:00:00,16.30343411187937,71.95996794974191,84.58902519578433,0.08,4
2023-01-13 01:00:00,14.851281293947952,85.98287499405758,98.74167730162013,0.08,4
2023-01-13 02:00:00,16.67545298557642,82.5098700295159,85.38782759244076,0.08,4
2023-01-13 03:00:00,16.671870705611163,84.76249047463978,101.34508999927824,0.08,4
2023-01-13 04:00:00,18.353028940476857,77.8839169510333,100.03023733000714,0.08,4
2023-01-13 05:00:00,22.86557106850763,80.34306597197148,113.43507805638343,0.08,4
2023-01-13 06:00:00,26.403240570933413,66.98943995664006,95.7485428081018,0.08,4
2023-01-13 07:00:00,26.747485928679662,75.81153750426617,98.10475518141038,0.08,4
2023-01-13 08:00:00,30.17461579746461,84.36829116158358,114.07923265399923,0.15,4
2023-01-13 09:00:00,27.83407792920756,81.28949817891413,110.12069018993975,0.15,4
2023-01-13 10:00:00,31.385565155961757,79.5839972076656,112.10874848733822,0.15,4
2023-01-13 11:00:00,36.678789667580475,80.45120223875064,118.4493073563514,0.15,4
2023-01-13 12:00:00,38.90623256211404,88.54781269241474,133.80816102439823,0.08,4
2023-01-13 13:00:00,36.19230764887992,75.58306229543683,103.04979708883732,0.08,4
2023-01-13 14:00:00,33.32018117103058,84.96261053721528,124.00064107422068,0.08,4
2023-01-13 15:00:00,30.682883987021818,79.13438385100206,102.12410916691668,0.08,4
2023-01-13 16:00:00,33.4454550083921,87.22859487468291,121.17174606719324,0.08,4
2023-01-13 17:00:00,27.34945947798014,83.86362957989999,115.71843993228893,0.15,4
2023-01-13 18:00:00,26.90852912599715,79.42884824187506,104.20204435233785,0.15,4
2023-01-13 19:00:00,20.324783377644145,82.82439934815987,108.20776816309865,0.15,4
2023-01-13 20:00:00,20.26585987470249,76.02896057626394,91.80892116112199,0.15,4
2023-01-13 21:00:00,17.477162426910777,83.73087033354592,91.9889448580394,0.15,4
2023-01-13 22:00:00,18.030751334780412,81.94098420476493,83.93193092031045,0.08,4
2023-01-13 23:00:00,15.828743152932844,70.26148748225178,74.13378870202772,0.08,4
2023-01-14 00:00:00,14.435580008274849,14.748310986699723,36.64129407137975,0.08,5
2023-01-14 01:00:00,15.916664195623955,16.418588409784554,35.041557044117475,0.08,5
2023-01-14 02:00:00,15.125924226648628,16.360176557617873,42.29528637433537,0.08,5
2023-01-14 03:00:00,18.505290664888705,19.09518937866401,43.5622561460974,0.08,5
2023-01-14 04:00:00,21.224656292092238,5.770451923802213,35.0250738914596,0.08,5
2023-01-14 05:00:00,20.03674409753135,14.455644487829252,47.68374358452406,0.08,5
2023-01-14 06:00:00,26.95471084140204,25.110878878511812,61.89628641395436,0.08,5
2023-01-14 07:00:00,27.631378264627116,22.75353238525679,57.081068936388455,0.08,5
2023-01-14 08:00:00,29.323031324922944,28.24932683564881,65.07128382017595,0.15,5
2023-01-14 09:00:00,29.650729912944055,16.693384522870097,61.80203969207767,0.15,5
2023-01-14 10:00:00,35.00573331061436,10.037934013742094,57.94869313456696,0.15,5
